,Date,Open,High,Low,Close*,Adj Close**,Volume
749,"May 20, 2019",40.56,41.20,39.05,41.07,41.07,102631000
750,"May 17, 2019",44.39,44.45,41.78,42.21,42.21,88933500
751,"May 16, 2019",45.90,46.20,45.30,45.67,45.67,37416500
752,"May 15, 2019",45.86,46.49,45.05,46.39,46.39,36480000
753,"May 14, 2019",45.86,46.90,45.60,46.46,46.46,36262000
754,"May 13, 2019",46.40,46.49,44.90,45.40,45.40,54174000
755,"May 10, 2019",47.95,48.40,47.20,47.90,47.90,35041500
756,"May 09, 2019",48.40,48.74,47.39,48.40,48.40,33557000
757,"May 08, 2019",49.39,50.12,48.84,48.97,48.97,30882000
758,"May 07, 2019",51.36,51.44,49.02,49.41,49.41,50657000
759,"May 06, 2019",50.00,51.67,49.70,51.07,51.07,54169500
760,"May 03, 2019",48.77,51.32,48.70,51.01,51.01,118534000
761,"May 02, 2019",49.10,49.43,47.54,48.82,48.82,90796500
762,"May 01, 2019",47.77,48.00,46.30,46.80,46.80,53522000
763,"Apr 30, 2019",48.41,48.84,47.40,47.74,47.74,47323000
764,"Apr 29, 2019",47.17,48.80,46.43,48.29,48.29,83572500
765,"Apr 26, 2019",49.30,49.34,46.23,47.03,47.03,111803500
766,"Apr 25, 2019",51.00,51.80,49.21,49.53,49.53,109247000
767,"Apr 24, 2019",52.77,53.06,51.60,51.73,51.73,53637500
768,"Apr 23, 2019",52.03,53.12,51.15,52.78,52.78,54719500
769,"Apr 22, 2019",53.80,53.94,52.50,52.55,52.55,60735500
770,"Apr 18, 2019",54.25,54.97,53.95,54.65,54.65,29381500
771,"Apr 17, 2019",54.95,54.96,53.71,54.25,54.25,25632500
772,"Apr 16, 2019",53.15,55.00,52.94,54.67,54.67,36364500
773,"Apr 15, 2019",53.73,53.78,51.73,53.28,53.28,50193000
774,"Apr 12, 2019",54.04,54.39,53.37,53.54,53.54,33730000
775,"Apr 11, 2019",53.66,54.10,53.12,53.68,53.68,49179500
776,"Apr 10, 2019",55.35,55.68,54.58,55.21,55.21,35306500
777,"Apr 09, 2019",54.33,55.00,53.92,54.46,54.46,29520000
778,"Apr 08, 2019",55.54,56.23,54.09,54.64,54.64,52052000
779,"Apr 05, 2019",53.97,55.22,53.22,54.99,54.99,65191500
780,"Apr 04, 2019",52.38,54.24,52.12,53.56,53.56,118603500
781,"Apr 03, 2019",57.46,59.23,57.43,58.36,58.36,39597000
782,"Apr 02, 2019",57.66,57.89,56.78,57.18,57.18,27394500
783,"Apr 01, 2019",56.52,57.84,56.26,57.84,57.84,40552000
784,"Mar 29, 2019",55.74,56.03,54.90,55.97,55.97,29956500
785,"Mar 28, 2019",55.43,56.07,55.02,55.72,55.72,33870500
786,"Mar 27, 2019",53.75,55.07,53.64,54.97,54.97,43896000
787,"Mar 26, 2019",52.89,54.05,52.89,53.55,53.55,36754500
788,"Mar 25, 2019",51.94,52.64,50.89,52.08,52.08,51075000
789,"Mar 22, 2019",54.52,54.56,52.80,52.91,52.91,43728000
790,"Mar 21, 2019",54.52,55.29,53.69,54.80,54.80,29735500
791,"Mar 20, 2019",53.94,54.99,53.26,54.72,54.72,34541000
792,"Mar 19, 2019",53.50,54.66,52.69,53.49,53.49,59003000
793,"Mar 18, 2019",55.20,55.61,53.46,53.90,53.90,51405000
794,"Mar 15, 2019",56.70,56.74,54.88,55.09,55.09,73927500
795,"Mar 14, 2019",58.49,59.08,57.66,57.99,57.99,35517000
796,"Mar 13, 2019",56.78,58.40,56.54,57.79,57.79,34223500
797,"Mar 12, 2019",57.30,57.61,56.21,56.67,56.67,37520500
798,"Mar 11, 2019",56.70,58.26,56.10,58.18,58.18,36961500
799,"Mar 08, 2019",55.38,57.12,55.18,56.83,56.83,44098000
800,"Mar 07, 2019",55.77,56.94,54.85,55.32,55.32,47212500
801,"Mar 06, 2019",55.30,56.30,54.88,55.25,55.25,51677500
802,"Mar 05, 2019",56.40,56.80,54.02,55.31,55.31,93823500
803,"Mar 04, 2019",59.62,59.80,56.56,57.07,57.07,85484000
804,"Mar 01, 2019",61.39,61.43,58.38,58.96,58.96,114557000
805,"Feb 28, 2019",63.78,64.00,62.16,63.98,63.98,52603500
806,"Feb 27, 2019",60.36,63.26,60.11,62.95,62.95,55919500
807,"Feb 26, 2019",58.44,60.40,57.75,59.57,59.57,42912500
808,"Feb 25, 2019",59.58,60.58,59.40,59.75,59.75,33132500
809,"Feb 22, 2019",58.90,59.30,58.42,58.94,58.94,28703000
810,"Feb 21, 2019",60.36,60.65,58.10,58.25,58.25,44546000
811,"Feb 20, 2019",60.88,61.26,59.80,60.51,60.51,35710500
812,"Feb 19, 2019",61.31,62.31,61.09,61.13,61.13,20842000
813,"Feb 15, 2019",60.90,61.60,60.78,61.58,61.58,19524500
814,"Feb 14, 2019",60.68,61.35,60.20,60.75,60.75,26004000
815,"Feb 13, 2019",62.47,62.55,61.11,61.63,61.63,25708000
816,"Feb 12, 2019",63.24,63.64,61.92,62.36,62.36,27588000
817,"Feb 11, 2019",62.32,63.72,62.10,62.57,62.57,35648500
818,"Feb 08, 2019",61.37,61.49,59.70,61.16,61.16,29221000
819,"Feb 07, 2019",62.66,62.94,60.60,61.50,61.50,32603000
820,"Feb 06, 2019",63.92,64.85,63.12,63.44,63.44,25192500
821,"Feb 05, 2019",62.50,64.49,62.45,64.27,64.27,33714000
822,"Feb 04, 2019",62.60,63.06,60.38,62.58,62.58,36760500
823,"Feb 01, 2019",61.08,63.22,60.70,62.44,62.44,36417000
824,"Jan 31, 2019",60.20,62.31,58.80,61.40,61.40,62846000
825,"Jan 30, 2019",60.09,61.80,59.70,61.75,61.75,56251500
826,"Jan 29, 2019",59.05,59.71,58.36,59.49,59.49,23108500
827,"Jan 28, 2019",58.58,59.49,57.55,59.28,59.28,32116500
828,"Jan 25, 2019",58.88,59.70,57.91,59.41,59.41,36248000
829,"Jan 24, 2019",56.61,58.74,55.86,58.30,58.30,40061000
830,"Jan 23, 2019",58.50,58.90,56.34,57.52,57.52,62650000
831,"Jan 22, 2019",60.96,61.60,59.10,59.78,59.78,60333500
832,"Jan 18, 2019",64.60,65.43,59.95,60.45,60.45,120754000
833,"Jan 17, 2019",69.24,70.30,68.83,69.46,69.46,18383500
834,"Jan 16, 2019",68.96,70.40,68.70,69.21,69.21,23458500
835,"Jan 15, 2019",67.00,69.76,66.90,68.89,68.89,30283000
836,"Jan 14, 2019",68.48,68.50,66.80,66.88,66.88,26236500
837,"Jan 11, 2019",68.42,69.68,67.75,69.45,69.45,25195500
838,"Jan 10, 2019",66.88,69.08,66.36,68.99,68.99,30282000
839,"Jan 09, 2019",67.10,68.70,66.29,67.71,67.71,27164500
840,"Jan 08, 2019",68.39,68.80,65.40,67.07,67.07,35042500
841,"Jan 07, 2019",64.34,67.35,63.55,66.99,66.99,37756000
842,"Jan 04, 2019",61.20,63.60,60.55,63.54,63.54,36970500
843,"Jan 03, 2019",61.40,61.88,59.48,60.07,60.07,34826000
844,"Jan 02, 2019",61.22,63.03,59.76,62.02,62.02,58293000
845,"Dec 31, 2018",67.56,67.84,65.05,66.56,66.56,31511500
846,"Dec 28, 2018",64.62,67.25,63.68,66.77,66.77,49695000
847,"Dec 27, 2018",63.97,64.43,60.30,63.23,63.23,42875500
848,"Dec 26, 2018",60.00,65.39,58.82,65.22,65.22,40815500
849,"Dec 24, 2018",62.70,62.90,59.04,59.08,59.08,27799500
850,"Dec 21, 2018",63.48,64.69,62.49,63.95,63.95,40084000
851,"Dec 20, 2018",65.41,66.06,62.37,63.08,63.08,45359500
852,"Dec 19, 2018",67.52,69.40,65.95,66.59,66.59,41371000
853,"Dec 18, 2018",70.11,70.31,66.74,67.41,67.41,35500000
854,"Dec 17, 2018",72.40,73.14,68.78,69.68,69.68,38370000
855,"Dec 14, 2018",75.00,75.57,72.87,73.14,73.14,31688000
856,"Dec 13, 2018",74.03,75.49,73.35,75.36,75.36,36829500
857,"Dec 12, 2018",73.88,74.38,73.03,73.32,73.32,25135000
858,"Dec 11, 2018",73.98,74.43,72.05,73.35,73.35,31544000
859,"Dec 10, 2018",72.00,73.20,70.62,73.03,73.03,33067500
860,"Dec 07, 2018",73.80,75.90,71.53,71.59,71.59,57556000
861,"Dec 06, 2018",71.20,73.48,70.15,72.61,72.61,39212500
862,"Dec 04, 2018",71.21,73.74,70.40,71.94,71.94,42309500
863,"Dec 03, 2018",72.00,73.20,70.40,71.70,71.70,41532500
864,"Nov 30, 2018",68.37,70.32,67.65,70.10,70.10,28145500
865,"Nov 29, 2018",69.40,69.50,67.91,68.23,68.23,15403500
866,"Nov 28, 2018",69.20,69.66,68.44,69.57,69.57,20638000
867,"Nov 27, 2018",68.01,69.39,67.10,68.78,68.78,31791500
868,"Nov 26, 2018",65.00,69.24,65.00,69.20,69.20,39960500
869,"Nov 23, 2018",66.87,67.50,65.11,65.17,65.17,21013000
870,"Nov 21, 2018",70.40,70.62,67.48,67.64,67.64,23434000
871,"Nov 20, 2018",68.35,69.96,66.71,69.50,69.50,40023500
872,"Nov 19, 2018",71.27,73.35,70.58,70.69,70.69,48544500
873,"Nov 16, 2018",69.04,71.14,69.02,70.86,70.86,36031000
874,"Nov 15, 2018",68.47,69.72,67.81,69.69,69.69,23128500
875,"Nov 14, 2018",68.54,69.42,67.43,68.80,68.80,25201500
876,"Nov 13, 2018",66.63,68.94,66.44,67.75,67.75,27243000
877,"Nov 12, 2018",69.67,69.96,66.07,66.26,66.26,34707500
878,"Nov 09, 2018",69.80,70.80,69.05,70.10,70.10,25494000
879,"Nov 08, 2018",69.70,71.52,69.69,70.28,70.28,35453500
880,"Nov 07, 2018",68.67,70.24,68.16,69.63,69.63,36872500
881,"Nov 06, 2018",67.81,69.76,67.22,68.21,68.21,33814500
882,"Nov 05, 2018",68.10,68.79,66.03,68.28,68.28,39155000
883,"Nov 02, 2018",68.75,69.84,68.18,69.28,69.28,39040000
884,"Nov 01, 2018",67.65,69.57,66.95,68.86,68.86,40000500
885,"Oct 31, 2018",66.51,68.40,65.82,67.46,67.46,38121500
886,"Oct 30, 2018",65.68,67.58,64.45,65.98,65.98,45633500
887,"Oct 29, 2018",67.49,69.43,65.30,66.97,66.97,72430000
888,"Oct 26, 2018",61.65,67.98,61.33,66.18,66.18,137127500
889,"Oct 25, 2018",63.44,64.20,60.20,62.97,62.97,104203500
890,"Oct 24, 2018",60.21,60.89,57.15,57.70,57.70,100291500
891,"Oct 23, 2018",52.77,59.59,52.42,58.83,58.83,95139000
892,"Oct 22, 2018",52.14,52.37,50.52,52.19,52.19,28001500
893,"Oct 19, 2018",53.48,53.93,50.70,52.00,52.00,46877500
894,"Oct 18, 2018",53.86,54.20,52.60,52.78,52.78,27106000
895,"Oct 17, 2018",56.48,56.54,53.16,54.36,54.36,43277500
896,"Oct 16, 2018",53.14,55.48,52.45,55.32,55.32,47632000
897,"Oct 15, 2018",51.81,52.66,50.91,51.92,51.92,31000000
898,"Oct 12, 2018",52.20,52.40,50.40,51.76,51.76,36007000
899,"Oct 11, 2018",51.51,52.45,49.81,50.45,50.45,40838500
900,"Oct 10, 2018",52.92,53.10,49.55,51.38,51.38,64076500
901,"Oct 09, 2018",51.05,53.35,50.66,52.56,52.56,60303000
902,"Oct 08, 2018",52.90,53.55,49.80,50.11,50.11,67363500
903,"Oct 05, 2018",54.93,54.98,52.00,52.39,52.39,89722500
904,"Oct 04, 2018",58.79,58.80,55.53,56.37,56.37,49071000
905,"Oct 03, 2018",60.67,60.92,58.31,58.96,58.96,39975000
906,"Oct 02, 2018",62.79,63.37,59.83,60.20,60.20,58717500
907,"Oct 01, 2018",61.15,62.29,60.21,62.14,62.14,108888000
908,"Sep 28, 2018",54.05,55.60,52.11,52.95,52.95,168248500
909,"Sep 27, 2018",62.58,62.99,61.38,61.50,61.50,42545500
910,"Sep 26, 2018",60.38,62.78,60.22,61.92,61.92,39216000
911,"Sep 25, 2018",60.00,60.92,59.30,60.20,60.20,22408500
912,"Sep 24, 2018",59.70,60.60,58.72,59.94,59.94,24215000
913,"Sep 21, 2018",59.54,60.12,59.07,59.82,59.82,25252500
914,"Sep 20, 2018",60.71,61.20,58.67,59.67,59.67,36747000
915,"Sep 19, 2018",56.10,60.00,56.10,59.80,59.80,41474500
916,"Sep 18, 2018",59.34,60.53,55.10,56.99,56.99,82737500
917,"Sep 17, 2018",58.01,60.17,57.63,58.97,58.97,34438000
918,"Sep 14, 2018",57.75,59.47,57.30,59.04,59.04,33828000
919,"Sep 13, 2018",57.60,59.00,57.04,57.89,57.89,31701500
920,"Sep 12, 2018",56.29,58.50,55.73,58.11,58.11,50077000
921,"Sep 11, 2018",55.89,56.40,54.71,55.89,55.89,45850000
922,"Sep 10, 2018",54.65,57.21,54.20,57.10,57.10,71417500
923,"Sep 07, 2018",52.02,53.67,50.45,52.65,52.65,112459500
924,"Sep 06, 2018",56.96,58.23,55.78,56.19,56.19,37404000
925,"Sep 05, 2018",57.01,57.36,55.44,56.15,56.15,38604000
926,"Sep 04, 2018",59.39,59.64,57.60,57.79,57.79,41752500
927,"Aug 31, 2018",60.40,61.06,59.72,60.33,60.33,26875500
928,"Aug 30, 2018",60.45,60.92,59.54,60.63,60.63,36083500
929,"Aug 29, 2018",62.05,62.37,60.74,61.00,61.00,37237000
930,"Aug 28, 2018",63.68,63.78,62.24,62.37,62.37,38245500
931,"Aug 27, 2018",63.60,64.49,61.76,63.85,63.85,65396500
932,"Aug 24, 2018",64.14,64.77,63.88,64.56,64.56,18013000
933,"Aug 23, 2018",63.83,65.46,63.62,64.02,64.02,25736500
934,"Aug 22, 2018",64.17,64.78,62.93,64.33,64.33,29730000
935,"Aug 21, 2018",62.12,64.96,61.80,64.38,64.38,65861000
936,"Aug 20, 2018",58.34,61.70,57.64,61.69,61.69,87011500
937,"Aug 17, 2018",64.70,65.35,60.71,61.10,61.10,94793000
938,"Aug 16, 2018",67.98,68.46,66.76,67.09,67.09,30320000
939,"Aug 15, 2018",68.38,68.90,66.43,67.74,67.74,45506500
940,"Aug 14, 2018",71.69,71.84,69.42,69.53,69.53,34932000
941,"Aug 13, 2018",72.23,72.64,69.80,71.28,71.28,52319500
942,"Aug 10, 2018",70.80,72.00,69.20,71.10,71.10,57760000
943,"Aug 09, 2018",73.11,73.40,69.15,70.49,70.49,85919000
944,"Aug 08, 2018",73.82,76.53,73.42,74.07,74.07,122856000
945,"Aug 07, 2018",68.77,77.49,67.83,75.91,75.91,154379000
946,"Aug 06, 2018",69.09,71.00,68.36,68.40,68.40,42821500
947,"Aug 03, 2018",69.56,71.00,68.51,69.63,69.63,68282500
948,"Aug 02, 2018",65.69,70.00,64.63,69.91,69.91,116075000
949,"Aug 01, 2018",59.60,60.60,58.60,60.17,60.17,50647000
950,"Jul 31, 2018",58.45,59.66,57.81,59.63,59.63,25384500
951,"Jul 30, 2018",59.18,59.22,57.23,58.03,58.03,34070500
952,"Jul 27, 2018",61.45,61.54,59.07,59.44,59.44,28516500
953,"Jul 26, 2018",60.97,62.14,60.73,61.33,61.33,23152500
954,"Jul 25, 2018",59.35,61.92,58.90,61.75,61.75,35377000
955,"Jul 24, 2018",60.88,61.54,58.51,59.49,59.49,47954000
956,"Jul 23, 2018",60.37,61.10,58.57,60.64,60.64,54964500
957,"Jul 20, 2018",64.25,64.65,62.34,62.72,62.72,25811000
958,"Jul 19, 2018",63.27,64.71,62.80,64.05,64.05,29576500
959,"Jul 18, 2018",65.00,65.10,63.25,64.77,64.77,28121000
960,"Jul 17, 2018",61.76,64.95,61.70,64.54,64.54,34981000
961,"Jul 16, 2018",62.34,63.03,61.25,62.02,62.02,39093500
962,"Jul 13, 2018",63.12,63.92,61.85,63.77,63.77,29349000
963,"Jul 12, 2018",64.29,64.65,62.55,63.34,63.34,28606000
964,"Jul 11, 2018",63.16,64.39,63.01,63.79,63.79,24420500
965,"Jul 10, 2018",64.91,65.54,63.84,64.49,64.49,47357500
966,"Jul 09, 2018",62.40,63.70,61.60,63.70,63.70,37984000
967,"Jul 06, 2018",60.99,62.41,60.40,61.78,61.78,44327500
968,"Jul 05, 2018",62.75,62.88,59.24,61.83,61.83,87382000
969,"Jul 03, 2018",66.35,66.50,61.94,62.17,62.17,61413000
970,"Jul 02, 2018",72.01,72.96,65.97,67.01,67.01,93799000
971,"Jun 29, 2018",70.67,70.77,68.48,68.59,68.59,32462000
972,"Jun 28, 2018",69.73,71.40,69.22,69.99,69.99,41990000
973,"Jun 27, 2018",69.00,70.16,67.90,68.90,68.90,41668500
974,"Jun 26, 2018",67.21,68.71,65.16,68.40,68.40,37262500
975,"Jun 25, 2018",66.02,67.69,65.50,66.60,66.60,34656500
976,"Jun 22, 2018",70.31,70.45,66.40,66.73,66.73,51330500
977,"Jun 21, 2018",72.40,73.24,69.25,69.50,69.50,39835500
978,"Jun 20, 2018",71.61,72.88,70.40,72.44,72.44,41918500
979,"Jun 19, 2018",73.03,74.00,69.25,70.51,70.51,63809500
980,"Jun 18, 2018",71.08,74.75,70.90,74.17,74.17,60366000
981,"Jun 15, 2018",70.77,72.93,70.25,71.63,71.63,54241500
982,"Jun 14, 2018",69.53,71.75,69.32,71.54,71.54,54905000
983,"Jun 13, 2018",69.34,69.44,67.96,68.96,68.96,47349000
984,"Jun 12, 2018",68.94,70.99,67.60,68.55,68.55,111737000
985,"Jun 11, 2018",64.50,66.93,64.50,66.42,66.42,65917500
986,"Jun 08, 2018",63.80,64.90,63.43,63.53,63.53,41026000
987,"Jun 07, 2018",63.23,66.00,62.72,63.22,63.22,71726500
988,"Jun 06, 2018",60.10,64.43,59.50,63.90,63.90,93836500
989,"Jun 05, 2018",59.54,59.56,57.35,58.23,58.23,29976000
990,"Jun 04, 2018",58.87,59.80,58.71,59.35,59.35,23989000
991,"Jun 01, 2018",57.17,58.39,56.77,58.36,58.36,27122000
992,"May 31, 2018",57.44,58.07,56.59,56.95,56.95,29598500
993,"May 30, 2018",56.66,59.00,56.32,58.34,58.34,37448500
994,"May 29, 2018",55.70,57.30,55.23,56.75,56.75,28333000
995,"May 25, 2018",55.53,55.93,55.12,55.77,55.77,19375500
996,"May 24, 2018",55.68,56.22,54.98,55.57,55.57,20883500
997,"May 23, 2018",55.55,55.98,54.80,55.81,55.81,29925500
998,"May 22, 2018",57.55,57.60,54.68,55.00,55.00,44729000
999,"May 21, 2018",56.27,58.30,56.26,56.90,56.90,45913000
1000,"May 18, 2018",56.93,56.93,54.80,55.36,55.36,36259500
1001,"May 17, 2018",57.18,57.84,56.79,56.91,56.91,22103000
1002,"May 16, 2018",56.77,57.76,56.31,57.30,57.30,28370000
1003,"May 15, 2018",57.00,57.39,56.10,56.84,56.84,47596000
1004,"May 14, 2018",60.66,60.99,58.32,58.39,58.39,36434000
1005,"May 11, 2018",61.54,61.78,59.82,60.21,60.21,23398000
1006,"May 10, 2018",61.50,62.60,60.82,61.00,61.00,28258000
1007,"May 09, 2018",60.08,61.40,60.01,61.37,61.37,28637000
1008,"May 08, 2018",60.16,61.55,59.80,60.39,60.39,29650000
1009,"May 07, 2018",59.50,61.19,59.03,60.55,60.55,43391000
1010,"May 04, 2018",56.60,59.37,55.90,58.82,58.82,42847000
1011,"May 03, 2018",55.76,57.61,55.05,56.89,56.89,86760500
1012,"May 02, 2018",59.71,61.37,59.56,60.23,60.23,44852000
1013,"May 01, 2018",58.70,60.16,58.64,59.98,59.98,23128000
1014,"Apr 30, 2018",58.72,59.75,58.50,58.78,58.78,21141000
1015,"Apr 27, 2018",57.07,58.89,56.77,58.82,58.82,21823000
1016,"Apr 26, 2018",55.75,57.16,55.30,57.10,57.10,21780000
1017,"Apr 25, 2018",56.70,57.03,55.45,56.14,56.14,20068000
1018,"Apr 24, 2018",57.00,57.42,55.69,56.69,56.69,28426500
1019,"Apr 23, 2018",58.26,58.32,56.47,56.67,56.67,24467000
1020,"Apr 20, 2018",59.03,60.00,57.95,58.05,58.05,28139500
1021,"Apr 19, 2018",58.22,60.20,57.71,60.02,60.02,30453000
1022,"Apr 18, 2018",58.22,60.05,57.63,58.67,58.67,32788500
1023,"Apr 17, 2018",57.77,58.43,56.50,57.54,57.54,35000000
1024,"Apr 16, 2018",59.80,59.93,57.80,58.24,58.24,31692500
1025,"Apr 13, 2018",60.72,60.79,59.20,60.07,60.07,36636000
1026,"Apr 12, 2018",60.46,60.79,58.74,58.82,58.82,38044000
1027,"Apr 11, 2018",60.15,61.80,59.93,60.19,60.19,37414500
1028,"Apr 10, 2018",59.79,61.42,58.74,60.94,60.94,54949000
1029,"Apr 09, 2018",60.07,61.90,57.84,57.93,57.93,51249000
1030,"Apr 06, 2018",60.20,61.86,59.10,59.86,59.86,67601500
1031,"Apr 05, 2018",57.87,61.25,57.64,61.14,61.14,95605500
1032,"Apr 04, 2018",50.56,57.67,50.40,57.39,57.39,99483500
1033,"Apr 03, 2018",53.96,54.67,50.90,53.51,53.51,94222000
1034,"Apr 02, 2018",51.25,52.07,48.92,50.50,50.50,80570000
1035,"Mar 29, 2018",51.30,54.19,49.64,53.23,53.23,75853500
1036,"Mar 28, 2018",52.92,53.74,50.42,51.56,51.56,105007000
1037,"Mar 27, 2018",60.80,60.85,55.44,55.84,55.84,69360000
1038,"Mar 26, 2018",61.47,61.52,58.27,60.84,60.84,41876000
1039,"Mar 23, 2018",62.25,62.25,60.09,60.31,60.31,33274500
1040,"Mar 22, 2018",62.78,63.76,61.64,61.82,61.82,24699000
1041,"Mar 21, 2018",62.05,64.49,62.04,63.31,63.31,29792000
1042,"Mar 20, 2018",62.97,63.25,61.75,62.11,62.11,23821500
1043,"Mar 19, 2018",63.30,64.15,61.93,62.71,62.71,37421500
1044,"Mar 16, 2018",64.59,65.48,63.81,64.27,64.27,30586500
1045,"Mar 15, 2018",65.88,66.57,64.22,65.12,65.12,32824000
1046,"Mar 14, 2018",67.35,67.96,64.79,65.33,65.33,39837000
1047,"Mar 13, 2018",65.72,69.44,65.30,68.37,68.37,29829000
1048,"Mar 12, 2018",65.72,69.44,65.30,69.10,69.10,41320000
1049,"Mar 09, 2018",64.82,65.70,64.47,65.43,65.43,27534000
1050,"Mar 08, 2018",66.57,66.66,65.25,65.82,65.82,17831000
1051,"Mar 07, 2018",65.09,66.50,64.35,66.46,66.46,25036500
1052,"Mar 06, 2018",66.75,67.27,65.41,65.64,65.64,21428500
1053,"Mar 05, 2018",66.48,67.55,65.86,66.67,66.67,19119000
1054,"Mar 02, 2018",65.40,67.04,64.59,67.02,67.02,25464000
1055,"Mar 01, 2018",69.00,69.73,66.01,66.19,66.19,34428000
1056,"Feb 28, 2018",70.51,71.05,68.44,68.61,68.61,30348500
1057,"Feb 27, 2018",71.25,72.00,70.00,70.20,70.20,23987000
1058,"Feb 26, 2018",70.70,71.80,70.47,71.48,71.48,21700000
1059,"Feb 23, 2018",69.57,71.00,69.42,70.41,70.41,29087000
1060,"Feb 22, 2018",67.11,69.49,66.95,69.23,69.23,34849000
1061,"Feb 21, 2018",67.21,67.94,66.63,66.66,66.66,16098000
1062,"Feb 20, 2018",66.89,68.17,66.30,66.95,66.95,20047000
1063,"Feb 16, 2018",66.50,68.62,66.33,67.10,67.10,28213000
1064,"Feb 15, 2018",64.90,66.82,64.48,66.81,66.81,29564500
1065,"Feb 14, 2018",64.17,65.23,63.70,64.46,64.46,19753500
1066,"Feb 13, 2018",63.00,64.84,62.50,64.73,64.73,22801000
1067,"Feb 12, 2018",63.23,63.62,61.25,63.15,63.15,31139000
1068,"Feb 09, 2018",63.99,64.20,58.95,62.08,62.08,64668500
1069,"Feb 08, 2018",68.66,69.72,62.92,63.05,63.05,51573000
1070,"Feb 07, 2018",67.80,69.20,67.13,69.00,69.00,34846000
1071,"Feb 06, 2018",65.04,67.24,64.70,66.79,66.79,25442000
1072,"Feb 05, 2018",67.59,68.89,66.60,66.63,66.63,22320500
1073,"Feb 02, 2018",69.69,70.39,68.10,68.75,68.75,18524000
1074,"Feb 01, 2018",70.20,71.93,69.73,69.85,69.85,20988500
1075,"Jan 31, 2018",69.50,71.24,69.04,70.86,70.86,31070500
1076,"Jan 30, 2018",69.03,69.65,68.43,69.16,69.16,23588500
1077,"Jan 29, 2018",67.97,70.17,67.66,69.91,69.91,23735500
1078,"Jan 26, 2018",68.30,68.80,67.14,68.57,68.57,22697000
1079,"Jan 25, 2018",69.65,69.84,67.28,67.53,67.53,33701500
1080,"Jan 24, 2018",70.92,70.95,68.70,69.18,69.18,26437500
1081,"Jan 23, 2018",72.00,72.10,70.20,70.56,70.56,27327000
1082,"Jan 22, 2018",69.88,71.57,69.84,70.31,70.31,31052000
1083,"Jan 19, 2018",69.00,70.12,68.52,70.00,70.00,24441500
1084,"Jan 18, 2018",69.13,70.46,68.75,68.91,68.91,28429000
1085,"Jan 17, 2018",68.09,69.80,67.95,69.43,69.43,35517500
1086,"Jan 16, 2018",67.51,69.00,66.96,68.01,68.01,32371500
1087,"Jan 12, 2018",67.73,68.08,66.73,67.24,67.24,24125500
1088,"Jan 11, 2018",67.05,68.96,66.65,67.59,67.59,33227500
1089,"Jan 10, 2018",66.44,67.40,66.00,66.96,66.96,21549500
1090,"Jan 09, 2018",67.03,67.76,65.48,66.74,66.74,35733000
1091,"Jan 08, 2018",63.20,67.40,63.10,67.28,67.28,49297000
1092,"Jan 05, 2018",63.32,63.45,62.40,63.32,63.32,22956000
1093,"Jan 04, 2018",62.57,63.71,61.14,62.92,62.92,49731500
1094,"Jan 03, 2018",64.20,65.05,63.11,63.45,63.45,22607500
1095,"Jan 02, 2018",62.40,64.42,62.20,64.11,64.11,21761000
1096,"Dec 29, 2017",63.24,63.28,62.00,62.27,62.27,18886000
1097,"Dec 28, 2017",62.35,63.16,61.91,63.07,63.07,21581500
1098,"Dec 27, 2017",63.20,63.54,62.15,62.33,62.33,23560500
1099,"Dec 26, 2017",64.77,64.79,63.32,63.46,63.46,21892000
1100,"Dec 22, 2017",65.90,66.18,64.96,65.04,65.04,21079000
1101,"Dec 21, 2017",65.92,66.75,65.44,66.33,66.33,21926000
1102,"Dec 20, 2017",66.54,66.62,65.01,65.80,65.80,29769000
1103,"Dec 19, 2017",68.05,68.30,66.06,66.22,66.22,34125000
1104,"Dec 18, 2017",68.98,69.35,67.52,67.77,67.77,27381000
1105,"Dec 15, 2017",68.41,68.78,67.15,68.69,68.69,34666000
1106,"Dec 14, 2017",68.20,69.49,67.38,67.58,67.58,28999500
1107,"Dec 13, 2017",68.19,68.84,67.30,67.81,67.81,31107500
1108,"Dec 12, 2017",66.09,68.29,66.01,68.21,68.21,43666000
1109,"Dec 11, 2017",62.93,65.80,62.75,65.78,65.78,39690000
1110,"Dec 08, 2017",62.92,63.40,62.25,63.03,63.03,17342500
1111,"Dec 07, 2017",62.40,63.73,62.21,62.25,62.25,23903000
1112,"Dec 06, 2017",60.02,62.68,60.00,62.65,62.65,35976500
1113,"Dec 05, 2017",60.40,61.60,60.20,60.74,60.74,23232500
1114,"Dec 04, 2017",61.30,61.65,60.12,61.04,61.04,29175500
1115,"Dec 01, 2017",61.09,62.06,61.01,61.31,61.31,21464500
1116,"Nov 30, 2017",61.71,62.14,60.91,61.77,61.77,21758000
1117,"Nov 29, 2017",63.46,63.60,60.25,61.51,61.51,43837000
1118,"Nov 28, 2017",63.27,64.00,62.78,63.51,63.51,24747500
1119,"Nov 27, 2017",62.65,63.47,61.90,63.36,63.36,22779500
1120,"Nov 24, 2017",62.76,63.28,62.20,63.11,63.11,16220500
1121,"Nov 22, 2017",63.35,63.48,62.37,62.52,62.52,24588000
1122,"Nov 21, 2017",62.17,63.65,61.74,63.56,63.56,36306500
1123,"Nov 20, 2017",62.76,63.10,60.95,61.75,61.75,41238500
1124,"Nov 17, 2017",65.13,65.33,62.63,63.01,63.01,68675500
